idade,renda_mensal,dependentes,estado_civil,valor_investir_mensal,experiencia_anos,dividas_percentual,patrimonio_atual,tolerancia_perda_1,tolerancia_perda_2,horizonte_investimento,conhecimento_mercado,estabilidade_emprego,tem_reserva_emergencia,planos_grandes_gastos,perfil_risco,publico_alvo,fonte_dados
64,17918.76,2,2,3583.74,39,27.26,8552135.0,10.0,10.0,5,10,7,1.0,1,agressivo,0.0,scf
68,9156.24,1,1,1831.26,40,29.06,242175.0,2.5,2.4,5,8,5,1.0,1,conservador,0.0,scf
43,16777.5,0,0,2936.07,14,20.5,876555.0,5.0,4.9,22,8,9,1.0,0,agressivo,0.0,scf
25,2185.0,0,1,451.67,0,22.5,21077.59,3.0,2.0,3,2,9,,0,moderado,,sintetico
40,8486.76,0,2,1485.18,11,27.22,3949645.0,2.5,2.1,25,8,6,1.0,0,moderado,0.0,scf
41,16420.26,0,1,2873.55,12,22.31,85565.0,2.5,2.7,24,6,8,0.0,1,moderado,0.0,scf
18,1529.0,0,0,147.64,0,40.4,0.0,1.0,3.0,3,3,9,,1,conservador,,sintetico
51,27464.01,1,2,5492.79,26,32.87,135815.0,5.0,5.2,14,8,7,0.0,1,moderado,0.0,scf
46,51539.76,2,0,7730.97,10,16.99,209140.0,7.5,7.3,19,4,9,0.0,1,agressivo,0.0,scf
58,21987.75,3,0,2748.48,8,18.1,66260.0,2.5,2.5,7,2,7,0.0,1,conservador,0.0,scf
40,28095.0,0,1,4214.25,8,19.33,444295.0,7.5,7.5,25,4,9,0.0,1,agressivo,0.0,scf
54,12906.0,3,0,2258.55,22,21.73,226140.0,7.5,7.3,11,6,10,0.0,1,moderado,0.0,scf
82,17008.5,2,2,2976.48,40,100.0,-59690.0,5.0,4.6,5,6,5,0.0,1,conservador,0.0,scf
20,3106.0,1,2,355.26,1,32.0,7439.11,2.0,1.0,2,3,8,,0,conservador,,sintetico
24,12738.0,1,0,1592.25,0,100.0,-280070.0,5.0,5.1,40,2,7,0.0,1,conservador,1.0,scf
46,33750.24,1,0,6750.06,21,20.25,213395.0,2.5,2.5,19,8,7,0.0,1,moderado,0.0,scf
52,14547.75,0,2,2909.55,27,28.91,89235.0,2.5,2.7,13,8,7,0.0,1,conservador,0.0,scf
27,8870.01,1,1,1330.5,1,17.92,6835355.0,5.0,4.5,38,4,7,1.0,1,moderado,0.0,scf
60,23949.24,0,1,4191.12,26,22.34,862220.0,10.0,10.0,5,8,10,1.0,1,agressivo,0.0,scf
52,9328.74,2,0,1632.54,20,20.39,830805.0,10.0,10.0,13,8,7,1.0,1,agressivo,0.0,scf
49,25346.25,3,1,4435.59,18,20.04,532510.0,2.5,2.0,16,8,10,0.0,1,conservador,0.0,scf
25,23224.26,2,1,4064.25,0,33.03,2526490.0,5.0,5.1,40,8,8,1.0,1,agressivo,1.0,scf
20,14983.74,0,2,2247.57,0,31.3,162390.0,2.5,2.4,40,4,8,0.0,1,conservador,1.0,scf
61,3648.0,3,0,456.0,9,100.0,-969300.0,7.5,7.9,5,2,9,1.0,1,conservador,0.0,scf
42,29331.0,0,0,5866.2,17,29.87,2307795.0,2.5,2.8,23,10,6,1.0,0,moderado,0.0,scf
55,14504.76,0,1,2900.94,30,30.42,1250075.0,10.0,9.5,10,10,9,1.0,1,agressivo,0.0,scf
62,4981.5,2,1,871.77,28,22.28,2820970.0,10.0,10.0,5,8,10,1.0,1,agressivo,0.0,scf
22,2111.0,0,0,452.77,0,37.2,15234.4,3.0,5.0,2,3,4,,1,conservador,,sintetico
44,20640.0,0,0,3612.0,14,25.59,661495.0,5.0,5.4,21,8,9,1.0,0,agressivo,0.0,scf
62,12125.01,0,0,2424.99,37,17.07,995590.0,7.5,7.0,5,10,4,1.0,1,agressivo,0.0,scf
33,15769.5,2,2,2365.44,4,31.64,3598640.0,10.0,9.8,32,4,8,1.0,1,agressivo,0.0,scf
56,11407.5,0,1,1996.32,23,32.33,138870.0,5.0,4.7,9,6,9,0.0,1,conservador,0.0,scf
40,25599.51,4,1,5119.89,15,26.65,194585.0,10.0,9.6,25,8,9,0.0,1,agressivo,0.0,scf
18,5890.0,0,2,1744.07,1,4.0,0.0,1.0,1.0,3,3,10,,0,moderado,,sintetico
29,5626.5,0,0,703.32,1,30.4,1726625.0,7.5,7.4,36,2,3,1.0,0,moderado,0.0,scf
20,7555.0,0,0,1258.1,2,38.3,27579.98,5.0,6.0,3,7,8,,1,agressivo,,sintetico
55,22075.5,0,1,3311.34,15,32.94,168945.0,5.0,4.9,10,4,7,0.0,1,conservador,0.0,scf
56,11462.01,1,1,1719.3,16,28.46,13707150.0,7.5,7.2,9,4,9,1.0,1,moderado,0.0,scf
64,22300.74,0,1,3902.64,29,22.21,258090.0,10.0,9.8,5,6,10,0.0,1,agressivo,0.0,scf
33,15769.5,2,2,2365.44,4,31.64,3598640.0,10.0,9.8,32,4,8,1.0,1,agressivo,0.0,scf
43,16777.5,0,0,2936.07,14,20.5,876555.0,5.0,4.9,22,8,9,1.0,0,agressivo,0.0,scf
23,2681.0,0,0,472.63,0,33.1,11161.72,1.0,2.0,3,2,8,,1,conservador,,sintetico
81,9083.49,0,1,1816.71,40,17.1,138625.0,2.5,2.1,5,8,6,0.0,0,conservador,0.0,scf
49,14092.74,2,1,2113.92,12,20.44,120435.0,10.0,9.9,16,4,10,0.0,1,agressivo,0.0,scf
37,19121.25,3,1,2390.16,3,30.09,26210.0,5.0,4.6,28,2,9,0.0,1,conservador,0.0,scf
35,19817.25,2,0,3963.45,10,21.28,135640.0,2.5,2.6,30,8,9,0.0,1,moderado,0.0,scf
62,11007.51,1,0,1375.95,9,26.94,308645.0,5.0,4.7,5,2,7,1.0,1,conservador,0.0,scf
34,33840.75,4,1,6768.15,9,31.87,514375.0,7.5,7.8,31,10,8,0.0,1,agressivo,0.0,scf
21,2376.0,2,0,440.21,1,41.9,6646.79,3.0,2.0,3,3,4,,0,agressivo,,sintetico
54,18501.51,3,0,3700.29,29,26.12,751510.0,2.5,2.3,11,10,9,0.0,1,conservador,0.0,scf
40,5694.0,0,0,996.45,11,100.0,-119275.0,2.5,2.1,25,6,6,0.0,0,conservador,0.0,scf
22,2865.0,0,0,360.66,4,2.8,22771.96,5.0,3.0,3,10,9,,1,agressivo,,sintetico
23,1919.0,0,0,130.4,0,41.4,17436.08,2.0,1.0,1,2,5,,0,conservador,,sintetico
50,17357.25,1,1,2603.58,12,27.48,302485.0,5.0,4.7,15,4,10,0.0,1,conservador,0.0,scf
71,4935.24,1,1,740.28,23,22.41,1620130.0,2.5,2.5,5,4,6,1.0,1,conservador,0.0,scf
30,21894.51,1,1,4378.89,5,28.37,2559435.0,7.5,7.4,35,10,8,1.0,1,agressivo,0.0,scf
56,22242.24,1,2,3892.38,23,28.22,96660.0,5.0,4.6,9,6,10,0.0,1,moderado,0.0,scf
75,31169.25,4,1,4675.38,25,23.91,632015.0,5.0,5.4,5,4,1,0.0,1,conservador,0.0,scf
65,8988.24,0,2,1572.93,30,24.95,811815.0,5.0,5.4,5,8,6,1.0,1,moderado,0.0,scf
43,21443.49,0,0,4288.71,18,27.04,703430.0,5.0,4.9,22,10,10,1.0,0,agressivo,0.0,scf
41,19946.01,3,1,3989.19,16,22.67,176820.0,5.0,4.8,24,8,6,0.0,1,moderado,0.0,scf
64,3759.99,0,0,752.01,39,20.72,456135.0,10.0,10.0,5,8,10,1.0,1,agressivo,0.0,scf
40,3737.49,2,1,747.51,15,25.38,1097355.0,5.0,4.7,25,10,3,1.0,1,moderado,0.0,scf
23,3140.0,1,0,483.46,0,7.9,12799.14,4.0,3.0,3,2,9,,0,agressivo,,sintetico
18,3860.0,0,0,483.27,0,29.0,0.0,1.0,1.0,3,3,10,,0,conservador,,sintetico
25,1902.0,1,1,127.72,4,28.7,22836.88,6.0,8.0,3,9,6,,0,agressivo,,sintetico
24,52656.75,0,0,10531.35,0,20.32,717245.0,5.0,4.8,40,10,8,0.0,1,agressivo,1.0,scf
25,13619.25,1,2,2383.38,0,25.49,1159435.0,10.0,10.0,40,8,7,1.0,1,agressivo,1.0,scf
64,4707.75,0,0,706.17,20,26.11,9073335.0,5.0,5.1,5,4,7,1.0,1,conservador,0.0,scf
23,6010.0,2,0,1582.24,0,34.1,22703.99,5.0,7.0,2,3,5,,0,moderado,,sintetico
25,3013.0,0,0,477.24,0,6.1,19083.4,1.0,1.0,3,4,5,,0,moderado,,sintetico
25,3805.0,0,0,722.21,0,5.7,43554.85,3.0,5.0,1,3,10,,1,conservador,,sintetico
51,14669.25,0,2,2933.85,26,31.26,3166655.0,5.0,5.3,14,10,9,1.0,0,moderado,0.0,scf
23,2030.0,0,0,269.07,3,2.8,19160.93,5.0,6.0,3,8,10,,1,agressivo,,sintetico
35,12612.0,0,1,2522.4,10,26.86,1321490.0,5.0,4.7,30,10,9,1.0,0,agressivo,0.0,scf
60,32571.99,3,1,4071.51,9,30.23,608555.0,10.0,9.5,5,2,9,0.0,1,moderado,0.0,scf
53,11724.75,0,1,2344.95,28,100.0,-358790.0,5.0,5.2,12,8,10,0.0,0,conservador,0.0,scf
61,52144.5,2,1,10428.9,36,28.15,74065.0,2.5,2.6,5,8,10,0.0,1,moderado,0.0,scf
